premium_id,policy_period_id,written_premium,earned_premium,unearned_premium,transaction_date,currency_code,commission_rate,commission_amount,operating_expense,as_of_date
1915,1915,27282.49,12831.16,14451.33,2022-04-26,INR,11.27,3074.74,2177.48,2022-05-24
1916,1916,132175.92,114912.56,17263.36,2022-04-27,USD,18.6,24584.72,12987.45,2022-05-25
1917,1917,58071.74,43346.23,14725.51,2022-04-28,INR,6.76,3925.65,3515.01,2022-05-13
1918,1918,65755.6,59984.41,5771.19,2022-04-29,USD,12.56,8258.9,2073.36,2022-05-18
1919,1919,44751.55,41713.72,3037.83,2022-04-30,INR,9.34,4179.79,4336.7,2022-05-01
1920,1920,120186.61,93936.87,26249.74,2022-05-01,USD,16.11,19362.06,6949.74,2022-05-22
1921,1921,82208.13,56100.33,26107.8,2022-05-02,INR,6.12,5031.14,4985.28,2022-05-18
1922,1922,60701.81,50300.84,10400.97,2022-05-03,USD,11.01,6683.27,2974.67,2022-05-08
1923,1923,5522.08,3945.77,1576.31,2022-05-04,INR,13.88,766.46,169.09,2022-06-02
1924,1924,119643.8,77827.4,41816.4,2022-05-05,USD,15.62,18688.36,7986.84,2022-05-14
1925,1925,128608.89,72406.81,56202.08,2022-05-06,INR,9.03,11613.38,4930.51,2022-05-13
1926,1926,11613.81,6167.16,5446.65,2022-05-07,USD,5.59,649.21,468.85,2022-06-04
1927,1927,45274.69,21421.01,23853.68,2022-05-08,INR,18.1,8194.72,1521.52,2022-05-15
1928,1928,148482.76,76540.61,71942.15,2022-05-09,USD,6.74,10007.74,11196.37,2022-05-29
1929,1929,92748.13,55928.1,36820.03,2022-05-10,INR,6.25,5796.76,7362.56,2022-05-27
1930,1930,43285.54,20495.11,22790.43,2022-05-11,USD,18.48,7999.17,2192.1,2022-05-12
1931,1931,95763.52,38853.61,56909.91,2022-05-12,INR,10.33,9892.37,7769.62,2022-05-20
1932,1932,30626.61,28616.97,2009.64,2022-05-13,USD,13.06,3999.84,3017.13,2022-06-06
1933,1933,141157.45,101745.4,39412.05,2022-05-14,INR,15.84,22359.34,11034.01,2022-06-13
1934,1934,99804.58,87679.74,12124.84,2022-05-15,USD,14.51,14481.64,6842.75,2022-06-10
1935,1935,69116.81,39973.34,29143.47,2022-05-16,INR,8.06,5570.81,5120.59,2022-06-12
1936,1936,114170.17,55441.36,58728.81,2022-05-17,USD,8.48,9681.63,9229.52,2022-05-28
1937,1937,26508.46,17587.14,8921.32,2022-05-18,INR,12.44,3297.65,1647.69,2022-06-13
1938,1938,130041.06,65524.17,64516.89,2022-05-19,USD,12.36,16073.08,10541.6,2022-06-08
1939,1939,45896.42,26187.95,19708.47,2022-05-20,INR,18.28,8389.87,4003.31,2022-06-10
1940,1940,93134.2,40811.38,52322.82,2022-05-21,USD,6.08,5662.56,4392.93,2022-06-19
1941,1941,98542.22,61231.9,37310.32,2022-05-22,INR,15.86,15628.8,3903.3,2022-06-15
1942,1942,122158.95,89397.32,32761.63,2022-05-23,USD,10.67,13034.36,3841.91,2022-06-18
1943,1943,6965.05,5967.55,997.5,2022-05-24,INR,19.02,1324.75,273.4,2022-06-17
1944,1944,17121.35,8191.7,8929.65,2022-05-25,USD,14.41,2467.19,529.82,2022-06-24
1945,1945,6362.45,5315.28,1047.17,2022-05-26,INR,13.14,836.03,555.3,2022-06-22
1946,1946,107581.08,55003.72,52577.36,2022-05-27,USD,12.21,13135.65,7466.08,2022-06-10
1947,1947,123242.41,70132.54,53109.87,2022-05-28,INR,12.18,15010.93,5800.6,2022-06-14
1948,1948,105345.97,78495.1,26850.87,2022-05-29,USD,6.85,7216.2,9243.56,2022-06-01
1949,1949,83973.1,38326.28,45646.82,2022-05-30,INR,18.3,15367.08,4960.28,2022-05-30
1950,1950,137264.21,56717.64,80546.57,2022-05-31,USD,11.41,15661.85,5533.99,2022-06-20
1951,1951,46592.7,42256.32,4336.38,2022-06-01,INR,15.27,7114.71,3637.66,2022-06-23
1952,1952,124303.81,57406.58,66897.23,2022-06-02,USD,7.54,9372.51,4687.43,2022-06-05
1953,1953,143687.64,79746.33,63941.31,2022-06-03,INR,6.14,8822.42,7667.28,2022-06-14
1954,1954,138881.34,125816.84,13064.5,2022-06-04,USD,18.43,25595.83,10043.27,2022-06-09
1955,1955,67151.12,39227.28,27923.84,2022-06-05,INR,7.72,5184.07,4013.43,2022-07-03
1956,1956,101754.64,57578.89,44175.75,2022-06-06,USD,17.26,17562.85,5534.13,2022-06-09
1957,1957,44308.53,29890.0,14418.53,2022-06-07,INR,10.54,4670.12,2152.42,2022-07-06
1958,1958,108139.47,47797.99,60341.48,2022-06-08,USD,5.03,5439.42,10307.49,2022-06-12
1959,1959,117778.69,56607.26,61171.43,2022-06-09,INR,7.22,8503.62,7216.14,2022-07-04
1960,1960,118904.18,78849.83,40054.35,2022-06-10,USD,6.01,7146.14,8376.68,2022-07-10
1961,1961,110372.62,52931.1,57441.52,2022-06-11,INR,9.85,10871.7,4296.53,2022-07-05
1962,1962,60827.52,35013.76,25813.76,2022-06-12,USD,11.36,6910.01,4777.36,2022-06-25
1963,1963,92252.75,69201.77,23050.98,2022-06-13,INR,7.07,6522.27,8863.84,2022-07-12
1964,1964,40656.68,25624.39,15032.29,2022-06-14,USD,12.46,5065.82,2738.79,2022-07-01
1965,1965,82750.82,43573.52,39177.3,2022-06-15,INR,6.25,5171.93,6623.75,2022-07-01
1966,1966,88792.08,69384.3,19407.78,2022-06-16,USD,16.22,14402.08,7033.8,2022-06-23
1967,1967,57447.87,29402.04,28045.83,2022-06-17,INR,17.76,10202.74,3180.77,2022-07-02
1968,1968,143854.29,130403.52,13450.77,2022-06-18,USD,5.89,8473.02,7833.49,2022-07-15
1969,1969,128152.72,106143.23,22009.49,2022-06-19,INR,7.09,9086.03,7974.58,2022-07-15
1970,1970,128730.27,120298.54,8431.73,2022-06-20,USD,18.69,24059.69,6047.08,2022-07-16
1971,1971,37565.14,30459.6,7105.54,2022-06-21,INR,6.76,2539.4,2956.55,2022-06-25
1972,1972,59731.81,24758.28,34973.53,2022-06-22,USD,19.47,11629.78,3346.05,2022-07-14
1973,1973,20371.43,14665.06,5706.37,2022-06-23,INR,12.15,2475.13,1458.08,2022-06-28
1974,1974,9376.93,5634.45,3742.48,2022-06-24,USD,6.18,579.49,331.89,2022-07-12
1975,1975,125504.86,78951.62,46553.24,2022-06-25,INR,16.48,20683.2,7892.19,2022-06-29
1976,1976,113475.53,88988.66,24486.87,2022-06-26,USD,9.49,10768.83,6673.11,2022-07-06
1977,1977,69376.18,52355.84,17020.34,2022-06-27,INR,5.2,3607.56,2621.63,2022-06-28
1978,1978,132767.79,55452.53,77315.26,2022-06-28,USD,16.27,21601.32,8660.53,2022-06-28
1979,1979,62476.65,39547.18,22929.47,2022-06-29,INR,19.22,12008.01,3861.1,2022-07-21
1980,1980,125280.14,113445.25,11834.89,2022-06-30,USD,12.53,15697.6,9979.15,2022-07-13
1981,1981,140060.28,76963.85,63096.43,2022-07-01,INR,6.38,8935.85,7903.49,2022-07-31
1982,1982,23144.34,11954.64,11189.7,2022-07-02,USD,14.29,3307.33,1048.98,2022-07-07
1983,1983,124263.22,116408.92,7854.3,2022-07-03,INR,14.08,17496.26,4399.5,2022-07-25
1984,1984,72923.23,41730.63,31192.6,2022-07-04,USD,14.63,10668.67,6410.52,2022-07-09
1985,1985,12927.39,7812.19,5115.2,2022-07-05,INR,11.36,1468.55,632.08,2022-07-08
1986,1986,16282.24,11914.6,4367.64,2022-07-06,USD,17.7,2881.96,520.44,2022-07-15
1987,1987,28600.26,13114.81,15485.45,2022-07-07,INR,8.18,2339.5,879.98,2022-08-05
1988,1988,49822.42,35046.6,14775.82,2022-07-08,USD,14.58,7264.11,1607.55,2022-07-16
1989,1989,17330.71,12366.63,4964.08,2022-07-09,INR,5.67,982.65,1716.69,2022-07-24
1990,1990,11623.69,6660.6,4963.09,2022-07-10,USD,19.15,2225.94,355.61,2022-07-21
1991,1991,113993.52,105706.93,8286.59,2022-07-11,INR,12.5,14249.19,5929.15,2022-07-23
1992,1992,110224.78,103128.28,7096.5,2022-07-12,USD,15.54,17128.93,4058.1,2022-07-25
1993,1993,134994.12,91386.72,43607.4,2022-07-13,INR,12.53,16914.76,11373.82,2022-07-13
1994,1994,90140.45,55000.23,35140.22,2022-07-14,USD,13.8,12439.38,8080.36,2022-07-23
1995,1995,28377.34,22001.11,6376.23,2022-07-15,INR,6.18,1753.72,2094.72,2022-08-14
1996,1996,109177.09,96776.88,12400.21,2022-07-16,USD,17.11,18680.2,8275.12,2022-08-09
1997,1997,109190.41,103335.53,5854.88,2022-07-17,INR,12.52,13670.64,10860.03,2022-08-05
1998,1998,99452.26,90663.16,8789.1,2022-07-18,USD,10.12,10064.57,8450.92,2022-07-28
1999,1999,47172.03,35044.52,12127.51,2022-07-19,INR,19.1,9009.86,1547.29,2022-08-10
2000,2000,117255.38,71900.86,45354.52,2022-07-20,USD,8.13,9532.86,8527.64,2022-07-22
